"featcode"	"rowindex"	"name"	"description"	"icon"	"mincharlevel"	"minattackbonus"	"minstr"	"mindex"	"minint"	"minwis"	"minspelllvl"	"prereqfeat1"	"prereqfeat2"	"gainmultiple"	"effectsstack"	"allclassescanuse"	"category"	"maxcr"	"spellid"	"successor"	"crvalue"	"usesperday"	"masterfeat"	"targetself"	"orreqfeat0"	"orreqfeat1"	"orreqfeat2"	"orreqfeat3"	"orreqfeat4"	"reqskill"	"toolscategories"	"hostilefeat"		"scd_list"	"sol_list"	"sct_list"	"tec_list"	"drx_list"	"drc_list"	"jcn_list"	"jgd_list"	"jsn_list"	"sas_list"	"sld_list"	"sma_list"	"jwa_list"	"jma_list"	"jwm_list"		"jcn_pc_granted"	"jgd_pc_granted"	"jsn_pc_granted"	"scd_granted"	"sol_granted"	"sct_granted"	"tec_granted"	"drx_granted"	"drc_granted"	"jcn_granted"	"jgd_granted"	"jsn_granted"	"sas_granted"	"sld_granted"	"sma_granted"	"jwa_granted"	"jma_granted"	"jwm_granted"		"handmaiden"	"baodur"	"hanharr"	"hk47"	"g0t0"	"atton"	"kreia"	"exclusion"	"usetype"	"pips"
"BLASTERS_4"	36			"if_weapprof04"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"BLASTERS_3"	0	0	1	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"MELEE_1"	37			"if_weapprof07"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"MELEE_2"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	4	4	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1		0	0	0	0	0	0	0	"0x00"	"****"	1
"LIGHTSABERS"	38			"if_weapprof05"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"BOWCASTERS"	39			"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"AUXILARY_WEAPONS"	40			"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"GRENADE_LAUNCHERS"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"ENERGY_WEAPONS_1"	41			"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"ENERGY_WEAPONS_2"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"IMPLANTS_1"	42			"if_implant01"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"IMPLANTS_2"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	4	4	1	1	1	1	1	1	1	1	1		-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"STEALTH_FIELDS"	43			"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	3	3	1	1	1	1	1	1	1	1	1		1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"ENERGY_SHIELDS_1"	44			"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"ENERGY_SHIELDS_2"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"STIMULANTS_1"	45			"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"STIMULANTS_2"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	4	4	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"TURRETS_1"	46			"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"TURRETS_2"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"MINES_1"	47			"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"MINES_2"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
